"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 10 14:37:46 GMT 2023","Mon Apr 10 14:37:48 GMT 2023","2330","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználói fiók jelszavának sikeres megváltoztatása.",""
"passed","Mon Apr 10 14:37:41 GMT 2023","Mon Apr 10 14:37:43 GMT 2023","1497","test","test_automation","TestEditProfile","","","Korábban már regisztrált felhasználói fiók bemutatkozásának sikeres módosítása.",""
"passed","Mon Apr 10 14:39:08 GMT 2023","Mon Apr 10 14:39:10 GMT 2023","1733","test","test_automation","TestWriteAndDeleteArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikertelen létrehozása cikk címének hiánya miatt.",""
"passed","Mon Apr 10 14:39:16 GMT 2023","Mon Apr 10 14:39:16 GMT 2023","32","test","test_automation","TestListAndSaveData","","","Népszerű címkék sikeres listázása címkefelhőből",""
"passed","Mon Apr 10 14:38:00 GMT 2023","Mon Apr 10 14:39:01 GMT 2023","61763","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres cikk hozzáadása article_data.tsv fájlból",""
"passed","Mon Apr 10 14:37:08 GMT 2023","Mon Apr 10 14:37:09 GMT 2023","988","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikeres bejelentkezés.",""
"passed","Mon Apr 10 14:37:25 GMT 2023","Mon Apr 10 14:37:26 GMT 2023","1277","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevévek sikertelen megváltoztatatása név nem megadása miatt.",""
"passed","Mon Apr 10 14:37:00 GMT 2023","Mon Apr 10 14:37:00 GMT 2023","253","test","test_automation","TestPrivacyPolicy","","","Adatkezelési tájékoztató sikeres elfogadása.",""
"broken","Mon Apr 10 14:39:13 GMT 2023","Mon Apr 10 14:39:14 GMT 2023","1123","test","test_automation","TestWriteAndDeleteArticle","","","Korábban létrehozott cikk sikeres törlése.",""
"passed","Mon Apr 10 14:39:19 GMT 2023","Mon Apr 10 14:39:21 GMT 2023","1697","test","test_automation","TestListAndSaveData","","","Felhasználó saját cikkjeinek sikeres bejárása",""
"passed","Mon Apr 10 14:37:06 GMT 2023","Mon Apr 10 14:37:07 GMT 2023","877","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés hibás jelszó miatt.",""
"passed","Mon Apr 10 14:37:03 GMT 2023","Mon Apr 10 14:37:03 GMT 2023","312","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés email cím mező üresen hagyása miatt.",""
"passed","Mon Apr 10 14:37:34 GMT 2023","Mon Apr 10 14:37:36 GMT 2023","1728","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó email címének sikertelen megváltoztatatásaemail cím mező üresen hagyása miatt.",""
"passed","Mon Apr 10 14:37:11 GMT 2023","Mon Apr 10 14:37:12 GMT 2023","772","test","test_automation","TestLogout","","","Korábban létrehozott felhasználóval történő bejelentkezés után sikeres kijelentkezés végrehajtása.",""
"passed","Mon Apr 10 14:37:29 GMT 2023","Mon Apr 10 14:37:31 GMT 2023","2158","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevének sikeres megváltoztatatása.",""
"passed","Mon Apr 10 14:36:57 GMT 2023","Mon Apr 10 14:36:58 GMT 2023","915","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása már regisztrált email cím megadásával.",""
"passed","Mon Apr 10 14:36:46 GMT 2023","Mon Apr 10 14:36:47 GMT 2023","884","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos felhasználónév megadásával.",""
"passed","Mon Apr 10 14:36:49 GMT 2023","Mon Apr 10 14:36:49 GMT 2023","870","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos email cím megadásával.",""
"passed","Mon Apr 10 14:37:49 GMT 2023","Mon Apr 10 14:37:58 GMT 2023","8760","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres regisztráció user_data.csv fájlból",""
"passed","Mon Apr 10 14:37:38 GMT 2023","Mon Apr 10 14:37:39 GMT 2023","833","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó email címének sikertelen megváltoztatatása már létező email cím miatt.",""
"passed","Mon Apr 10 14:37:21 GMT 2023","Mon Apr 10 14:37:22 GMT 2023","1913","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó fiók profilképének sikeres megváltoztatatása.",""
"passed","Mon Apr 10 14:39:23 GMT 2023","Mon Apr 10 14:39:27 GMT 2023","3023","test","test_automation","TestListAndSaveData","","","Globális hírfolyam cikk címeinek mentése saved_data.tsv fájlba",""
"passed","Mon Apr 10 14:39:04 GMT 2023","Mon Apr 10 14:39:06 GMT 2023","1889","test","test_automation","TestWriteAndDeleteArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikeres létrehozása.",""
"passed","Mon Apr 10 14:37:14 GMT 2023","Mon Apr 10 14:37:18 GMT 2023","3726","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó fiók profilképének sikertelen megváltoztatatása profilkép hivatkozásánaknem megadása miatt.",""
"passed","Mon Apr 10 14:37:04 GMT 2023","Mon Apr 10 14:37:05 GMT 2023","358","test","test_automation","TestLogin","","","Korábban még nem regisztrált felhasznói fiókkal történő sikertelen bejelentkezés.",""
"passed","Mon Apr 10 14:36:51 GMT 2023","Mon Apr 10 14:36:52 GMT 2023","878","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos jelszó megadásával.",""
"passed","Mon Apr 10 14:36:53 GMT 2023","Mon Apr 10 14:36:56 GMT 2023","2699","test","test_automation","TestRegistration","","","Új felhasználó fiók sikeres létrehozása megfelelő adatok megadásával.",""
"passed","Mon Apr 10 14:37:01 GMT 2023","Mon Apr 10 14:37:01 GMT 2023","274","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés jelszó mező üresen hagyása miatt.",""
