"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 18:43:40 GMT 2023","Sun Apr 16 18:44:38 GMT 2023","58086","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres cikk hozzáadása article_data.tsv fájlból",""
"passed","Sun Apr 16 18:44:40 GMT 2023","Sun Apr 16 18:44:42 GMT 2023","1788","test","test_automation","TestWriteAndDeleteArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikeres létrehozása.",""
"passed","Sun Apr 16 18:42:36 GMT 2023","Sun Apr 16 18:42:37 GMT 2023","996","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása már regisztrált email cím megadásával.",""
"passed","Sun Apr 16 18:45:04 GMT 2023","Sun Apr 16 18:45:16 GMT 2023","12359","test","test_automation","TestListAndSaveData","","","Felhasználó saját cikkjeinek sikeres bejárása",""
"passed","Sun Apr 16 18:42:38 GMT 2023","Sun Apr 16 18:42:48 GMT 2023","10385","test","test_automation","TestPrivacyPolicy","","","Adatkezelési tájékoztató sikeres elfogadása.",""
"passed","Sun Apr 16 18:42:54 GMT 2023","Sun Apr 16 18:42:55 GMT 2023","889","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés hibás jelszó miatt.",""
"passed","Sun Apr 16 18:42:28 GMT 2023","Sun Apr 16 18:42:29 GMT 2023","874","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos email cím megadásával.",""
"passed","Sun Apr 16 18:43:24 GMT 2023","Sun Apr 16 18:43:25 GMT 2023","1126","test","test_automation","TestEditProfile","","","Korábban már regisztrált felhasználói fiók bemutatkozásának sikeres módosítása.",""
"passed","Sun Apr 16 18:45:02 GMT 2023","Sun Apr 16 18:45:02 GMT 2023","701","test","test_automation","TestListAndSaveData","","","Népszerű címkék sikeres listázása címkefelhőből",""
"passed","Sun Apr 16 18:42:26 GMT 2023","Sun Apr 16 18:42:27 GMT 2023","1133","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása hiányos felhasználónév megadásával.",""
"passed","Sun Apr 16 18:44:47 GMT 2023","Sun Apr 16 18:45:00 GMT 2023","12967","test","test_automation","TestWriteAndDeleteArticle","","","Korábban létrehozott cikk sikeres törlése.",""
"passed","Sun Apr 16 18:42:50 GMT 2023","Sun Apr 16 18:42:51 GMT 2023","782","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés email cím mező üresen hagyása miatt.",""
"passed","Sun Apr 16 18:43:13 GMT 2023","Sun Apr 16 18:43:14 GMT 2023","1604","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevének sikeres megváltoztatatása.",""
