"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 16 18:07:41 GMT 2023","Sun Apr 16 18:07:42 GMT 2023","804","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó email címének sikertelen megváltoztatatása már létező email cím miatt.",""
"passed","Sun Apr 16 18:06:57 GMT 2023","Sun Apr 16 18:06:58 GMT 2023","1044","test","test_automation","TestRegistration","","","Új felhasználó fiók sikertelen létrehozása már regisztrált email cím megadásával.",""
"passed","Sun Apr 16 18:09:02 GMT 2023","Sun Apr 16 18:09:04 GMT 2023","1479","test","test_automation","TestWriteAndDeleteArticle","","","Korábban már regisztrált felhasználói fiókkal új cikk sikertelen létrehozása cikk címének hiánya miatt.",""
"broken","Sun Apr 16 18:09:36 GMT 2023","Sun Apr 16 18:09:38 GMT 2023","1931","test","test_automation","TestListAndSaveData","","","Globális hírfolyam cikk címeinek mentése saved_data.tsv fájlba",""
"passed","Sun Apr 16 18:07:12 GMT 2023","Sun Apr 16 18:07:13 GMT 2023","294","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés email cím mező üresen hagyása miatt.",""
"passed","Sun Apr 16 18:07:48 GMT 2023","Sun Apr 16 18:07:50 GMT 2023","2375","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználói fiók jelszavának sikeres megváltoztatása.",""
"passed","Sun Apr 16 18:08:01 GMT 2023","Sun Apr 16 18:08:56 GMT 2023","54885","test","test_automation","TestRepeatedInputFromSource","","","Sorozatos sikeres cikk hozzáadása article_data.tsv fájlból",""
"passed","Sun Apr 16 18:07:15 GMT 2023","Sun Apr 16 18:07:16 GMT 2023","920","test","test_automation","TestLogin","","","Korábban regisztrált felhasznói fiókkal történő sikertelen bejelentkezés hibás jelszó miatt.",""
"passed","Sun Apr 16 18:09:20 GMT 2023","Sun Apr 16 18:09:21 GMT 2023","738","test","test_automation","TestListAndSaveData","","","Népszerű címkék sikeres listázása címkefelhőből",""
"passed","Sun Apr 16 18:07:26 GMT 2023","Sun Apr 16 18:07:28 GMT 2023","1602","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó fiók profilképének sikeres megváltoztatatása.",""
"passed","Sun Apr 16 18:07:19 GMT 2023","Sun Apr 16 18:07:20 GMT 2023","665","test","test_automation","TestLogout","","","Korábban létrehozott felhasználóval történő bejelentkezés után sikeres kijelentkezés végrehajtása.",""
"passed","Sun Apr 16 18:07:31 GMT 2023","Sun Apr 16 18:07:32 GMT 2023","1003","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevévek sikertelen megváltoztatatása név nem megadása miatt.",""
"passed","Sun Apr 16 18:07:34 GMT 2023","Sun Apr 16 18:07:35 GMT 2023","1571","test","test_automation","TestEditProfile","","","Korábban regisztrált felhasználó felhasználónevének sikeres megváltoztatatása.",""
"passed","Sun Apr 16 18:07:45 GMT 2023","Sun Apr 16 18:07:46 GMT 2023","1111","test","test_automation","TestEditProfile","","","Korábban már regisztrált felhasználói fiók bemutatkozásának sikeres módosítása.",""
"passed","Sun Apr 16 18:07:14 GMT 2023","Sun Apr 16 18:07:14 GMT 2023","435","test","test_automation","TestLogin","","","Korábban még nem regisztrált felhasznói fiókkal történő sikertelen bejelentkezés.",""
